name,cuisine,DietaryRestrictions,latitude,longitude,phone,rating
Attic Lounge,        ,   ,12.91008,77.55044,+91 80 2666 7111,
Ganga Bar & Restaurant,        ,   ,12.98405,77.61254,22267763,
Domino's Pizza,Pizza        ,   ,12.94654,77.57627,+91 80 2241 2121,
Domino's Pizza,Pizza        ,   ,12.9093,77.61219,+91 80 2668 7722,
Hoai Ice Cafe,        ,   ,12.999914,77.56938,,
Country Chicken Centre,        ,   ,12.95841,77.60115,+91 88841 33175,
Foodscourt,        ,   ,12.97052,77.68192,+91 70227 48030,
Royal Bakery Ana Sweets,        ,   ,12.88565,77.60554,+91 96334 32312,
Syed Tea House,        ,   ,12.96453,77.52866,,
Abinaya Hotel Restaurant,        ,   ,12.97192,77.58054,+91 94496 94559,
Happy Plate,Chinese Indian European      ,   ,12.93288,77.62759,+91 80 4097 3766,
Big Bazaar,        ,   ,12.93846,77.63104,+91 80 4092 7845,
Famous Group,Chinese        ,   ,13.10132,77.5987,+91 80 4168 4237,
The Food Cottage,Chinese Indian       ,   ,12.9137,77.60679,+91 80 4851 7831,
New Udupi Upahara,        ,   ,,,+91 94804 66850,4
The Cafe Cantina,        ,   ,12.95297,77.5337,,
Cookie Man,        ,   ,,,+91 80 2268 2131,4
Richmond Supermarket,        ,   ,12.96468,77.6047,+91 80 4114 5777,
Kakori Kababs & Curries,        ,   ,12.9041,77.58577,+91 80 6570 5580,
Al Marhaba Restaurant,        ,   ,12.9481,77.59849,+91 86182 25039,
Nitikas,        ,   ,12.92391,77.56704,+91 96864 51323,
Bready Steady Go - Jayanagar,        ,   ,12.923932,77.58585,+91 70198 46779,
Nature Zone Organic Shop,        ,   ,13.047638,77.505775,,
Rosyz Kitchen,        ,   ,12.99779,77.60945,+91 98867 51924,
Naya Daur,Chinese        ,   ,13.0989,77.59761,+91 80 3290 8826,
Adyar Ananda Bhavan,Indian        ,   ,12.807527,77.697876,+91 80 2783 6029,
Sri Lakshmi Fruit Juice,        ,   ,12.97176,77.5804,+91 93430 75013,
Hyderabad Biryani Multicuisine Restaurant,        ,   ,,,+91 99003 76000,5
Multicakes,        ,   ,12.88906,77.58302,+91 99865 88881,
Modifiedtea,        ,   ,13.0284,77.55886,+91 80733 95748,
Sree Ganesh Fruit Juice Sentre,        ,   ,12.95689,77.59781,+91 94811 84335,
Mou Tushi Family Restaurant& Sweet's,Asian Bangladeshi       ,   ,12.96086,77.71613,+91 97415 79149,
Burger King,American        ,   ,13.06991,77.504005,+91 89767 70060,
The Spread,        ,   ,12.99603,77.71595,+91 93433 55475,
Chowmein,Chinese        ,   ,,,+91 96207 02221,5
Adigas Veg Restaurant,        ,   ,12.94997,77.59665,+91 80 2224 3635,
Baskin-Robbins,        ,   ,12.95584,77.7155,+91 80 6547 3339,
Hyderabad Dum Biriyani,        ,   ,,,+91 96860 34335,5
Rnr Biryani,Indian        ,   ,12.928657,77.58315,+91 97427 21949,
Nest Restaurant,        ,   ,12.962484,77.588455,,
Nozomi Restaurant,Asian        ,   ,12.926123,77.615486,,
"New Mangalore Store, Hsr Layout",        ,   ,12.904862,77.64428,,
The Hell's Kitchen,American        ,   ,12.92226,77.65152,+91 90086 55884,
Phulke Ghar Ke,        ,   ,12.921466,77.67578,+91 95352 03355,
Flavoured Grill,        ,   ,12.96473,77.60523,+91 80505 25214,
R U H Restaurant,        ,   ,12.92091,77.66485,+91 99723 05871,
Bells & Candles,        ,   ,12.94067,77.55381,+91 80 4218 4307,
Sri Sai Ram Hot Chips,        ,   ,12.96142,77.5984,+91 99643 11156,
Hotel Bangalore Durbar Restaurant,        ,   ,,,+91 98446 66173,5
Cafe Coffee Day - Vijayanagar 2,Cafe        ,   ,12.965604,77.53641,+91 80 6452 8295,
Pind Balluchi,Indian        ,   ,12.962484,77.588455,+91 82966 01542,
Shree Rathnam,Indian        ,   ,,,,4
Caffe Pascucci,Italian Pizza       ,   ,,,+91 80 4206 8201,3
Rooftop Grill Bar,International European Asian      ,   ,12.904339,77.675735,+91 99725 85402,
Unwined,International        ,   ,,,+91 80 4167 8999,2.5
Butter Side Up,        ,   ,,,+91 90087 44558,5
Geeta Kitchens,Indian        ,   ,12.839636,77.64732,+91 99021 31114,
Pandi Nadu,Indian        ,   ,12.968358,77.756584,+91 91106 30265,
Bangalore Brasserie Bar And Restaurant,        ,   ,12.96155,77.6027,+91 80 2223 3666,
Palazo Club & Lounge,Italian        ,   ,12.95993,77.61587,+91 96202 00007,
Casa-De-Express,Chinese        ,   ,,,+91 80 6455 4888,4
Parampara,        ,   ,,,+91 96114 33559,3.5
Navrang Chicken Centre,        ,   ,12.99522,77.56342,,
Bowls of Asia,        ,   ,12.97885,77.63677,+91 80 4369 2790,
Bansuri Sweets,        ,   ,,,+91 90361 84396,
Trao Bbq,Barbecue        ,   ,13.065115,77.64577,+91 89711 77681,
Chikkabasti,        ,   ,12.945174,77.47347,,
Crunch Berry,Italian American       ,   ,12.99449,77.61762,+91 80 4161 1611,
Krispy Kreme Doughnuts,American        ,   ,13.022002,77.63971,+91 91080 24121,
Sri V Foods - Unlimited Non-veg Meals,        ,   ,12.880466,77.543755,9.16E+11,
F Cafe & Bar Indiranagar,        ,   ,12.96998,77.6384,+91 96065 78940,
Roasted Grill,Chinese Cafe       ,   ,12.90332,77.56174,,
S.R Bakery,        ,   ,12.99987,77.61111,+91 99454 03811,
Bengaluru Restaurant,        ,   ,,,+91 80 3910 1000,3.5
The Republican,Pizza        ,   ,13.01461,77.7622,+91 80 4568 5156,
Hosatodaku,        ,   ,12.930999,77.58609,+91 89712 85555,
Murugan Mess,        ,   ,12.98939,77.60906,+91 98861 29576,
Sri Madurai Meenakshi Tiffin Centre,Seafood        ,   ,,,+91 97432 05474,
Matteo,        ,   ,12.97839,77.64393,,
Food Affair,Chinese Indian       ,   ,12.892414,77.61115,+91 80796 25506,
The Vape,Italian        ,   ,12.91518,77.65174,+91 70128 91601,
Ambur Biriyani Centre,        ,   ,12.91645,77.61711,,
Konian Bar & Restaurant,        ,   ,12.93579,77.60798,+91 80 2550 3033,
Coalspark Multicuisine Restaurant,        ,   ,12.92226,77.65152,+91 74061 77177,
Dosa & Co,Indian        ,   ,,,+91 99869 54954,4
"Leon Grill, Bel Road",        ,   ,13.028443,77.57171,+91 81233 95623,
Swadisht A Veg Delight,Indian        ,   ,13.02357,77.62276,+91 91645 02959,
Kolkata Famous Kati Roll,Fast Food        ,   ,12.95451,77.65305,+91 88848 14654,
Sri Durga Tea Stall,        ,   ,13.013143,77.508514,,
Cafe Bollywood,        ,   ,,,+91 93411 75816,3.5
Joy Star Restaurant,        ,   ,12.97935,77.73364,+91 99866 67123,
Sri Hanuman Sweets,        ,   ,13.03016,77.56116,+91 80 2362 0377,
Kfc,        ,   ,13.069985,77.50408,+91 80 4275 4444,
Music Cafe,        ,   ,13.0731,77.50818,+91 90350 00022,
Hq Tropical Cafe,        ,   ,12.96457,77.73359,+91 96069 68306,
Fluid Studio Cafe,        ,   ,12.92024,77.56933,+91 80 2671 7170,
Pearl Cafe,Fast Food        ,   ,12.927023,77.6381,,
Thecorner Meatshop,        ,   ,13.027598,77.71048,+91 74114 81369,
Dawat-e-nizam,Indian        ,   ,13.02225,77.64141,+91 80 3951 1564,
Au Bon Pain,        ,   ,12.89001,77.59992,+91 78299 22260,
New Ambur Biryani,        ,   ,12.92457,77.57899,+91 98458 90454,
Kanti Sweets,Indian        ,   ,13.03893,77.564285,+91 80 2360 0418,
Sri Rama Coffee Shop,        ,   ,12.98337,77.60278,,
Palmbite - Ecofriendly Biodegradable Products,        ,   ,12.847255,77.64126,+91 89047 88616,
Gilly's Resto Bar - Kundanahalli,        ,   ,12.955776,77.71462,+91 97404 23505,
Veeba,        ,   ,12.96968,77.75011,+91 80 2663 6641,
Ancient Cafe,        ,   ,12.841667,77.64473,+91 98809 45269,
Maison Alimrnts,        ,   ,12.972395,77.75595,+91 90083 35971,
T4chai,        ,   ,12.948265,77.715576,9.16E+11,
The Chaat House,        ,   ,13.084252,77.55169,+91 73385 14646,
Honest Bakers,        ,   ,13.04015,77.59959,+91 89047 33730,
LiveByte,        ,   ,12.96271,77.70167,+91 88844 10098,
Tasty Refresh,Cafe        ,   ,12.92732,77.61568,+91 85536 64786,
Al Kababish,Indian        ,   ,13.03617,77.60483,+91 97400 07901,
Abhaya Cool Corner,Cafe        ,   ,12.92086,77.60284,+91 98800 02381,
Adyar Ananda Bhavan,Indian        ,   ,12.95717,77.5152,+91 80 2544 8999,
Daily Bread,        ,   ,12.93441,77.62984,+91 80 6452 6665,
Cakemenu,        ,   ,12.84545,77.66444,+91 98443 74437,
Neorgo,        ,   ,13.01772,77.71481,+91 99806 49461,
Aramane Restaurant,        ,   ,12.99903,77.57741,+91 80 2334 0999,
Cafe Feligos - A Unit Of Feligos Hospitality,        ,   ,12.97935,77.73364,+91 95353 57235,
Uncal Chiken,European        ,   ,13.00876,77.64629,+91 99000 06662,
Maratha Biryani,        ,   ,12.93662,77.5594,+91 88616 94874,
Bar Bar,        ,   ,12.95735,77.61448,1.08E+11,
Pizza Hut,        ,   ,13.069765,77.503975,+91 1800 202 2022,
Mangala Sweets,        ,   ,12.93629,77.61678,+91 80 2553 1899,
Chawla's 2,        ,   ,12.92503,77.59717,+91 80 2664 4002,
Mayuras Deluxe,Chinese        ,   ,13.02625,77.58925,+91 80 2333 7770,
Pizza Hut,        ,   ,12.925428,77.73718,+91 1800 202 2022,
U.S.Pizza,Italian Pizza       ,   ,,,+91 96327 08881,
Kadai Kitchen,Chinese Indian       ,   ,12.95769,77.69611,,
Desi Food Club - Dfc Bangalore,Indian        ,   ,12.908751,77.60649,+91 96860 62059,
Fud Fuzion,Chinese        ,   ,12.83946,77.65036,,
Domino's Pizza,        ,   ,13.11317,77.5734,+91 80 2856 4910,
Midnight Fuel Bangalore,Indian        ,   ,12.939167,77.62657,+91 80 4143 5973,
Hotel Shabhari Darshan,Cafe        ,Vegetarian Friendly   ,13.02865,77.60725,+91 99021 55670,
Manjunatha Mess Veg,Cafe        ,Vegetarian Friendly   ,13.00128,77.53013,+91 88846 79977,
Colder's Cafe,Chinese        ,   ,12.84084,77.67175,,
Pure & Natural,International        ,   ,12.94161,77.55889,+91 77607 88005,
Peat And Fire,Indian        ,   ,12.903518,77.58555,+91 88844 00315,
Dakshin Foods,        ,   ,12.85109,77.65743,+91 80952 23388,
Boss Burger New Bel Road,        ,   ,13.036837,77.565865,+91 95992 98754,
Bearful Bangalore,        ,   ,12.905992,77.70014,+91 78297 27586,
Meghana Foods,Indian        ,   ,13.014942,77.66614,+91 97824 63684,
Sri Lakshmi Restaurant,Chinese        ,   ,13.00815,77.5265,+91 88675 18300,
Calvin's Whitefield,        ,   ,12.99116,77.7212,+91 80 2845 5666,
Lassi Shop,        ,   ,12.947518,77.59799,+91 80674 66725,
Prawn Crunch,        ,   ,13.02144,77.60536,+91 93434 11911,
The Punjabi Rasoi,Indian        ,   ,12.91197,77.63816,+91 80 2572 3043,
Wetzel's,American        ,   ,13.00795,77.51838,+91 97413 55560,
Cafe Coffee Day,        ,   ,12.91996,77.56977,+91 80 6451 6796,
Asian Luxury Interiors,Asian        ,   ,12.917083,77.60421,,
Makkah Cafe,        ,   ,12.96398,77.60652,+91 80 2227 4247,
Asian Electricals,Asian        ,   ,12.914756,77.59651,,
Champaran Meat House,Indian        ,   ,12.936159,77.703766,+91 93538 97955,
Ambur Dum Biryani,Indian Fast Food       ,   ,12.95611,77.69797,+91 88927 62029,
Khanposh - From The Kitchens Of Awadh,Indian        ,   ,12.970452,77.64757,+91 99163 63647,
Cake-O-Mania,        ,   ,12.85898,77.56951,+91 96209 02494,
Tanjosh Restaurant,Indian        ,   ,,,+1 888-468-8862,
Malhar Maharashtrian Cuisine,Indian        ,   ,12.91565,77.59999,+91 98800 82094,
Foodezz,Chinese        ,   ,12.88312,77.75246,+91 97404 71003,
Anand,        ,   ,12.966125,77.60527,9125598915,
Hotel Vinitha Restaurant,        ,   ,12.9831,77.60009,+91 98454 50808,
Sultan Shah's Restaurant,        ,   ,12.98175,77.6033,+91 90358 89205,
Hotel Hyderabadi Restaurant,Chinese        ,   ,13.01032,77.6149,+91 99456 97070,
Trendz Corner,        ,   ,12.94236,77.5942,+91 80 2244 2595,
Lavanya Bar & Restaurant,        ,   ,12.93869,77.60563,22275365,
Eod The Restrobar,        ,   ,12.934192,77.618965,+91 89047 57247,
Sri Ruchi Restaurant,Indian        ,   ,13.019663,77.656204,+91 73382 01899,
Divine Desi,Chinese        ,   ,12.84084,77.67175,+91 77955 98545,
K C Das Sweets,        ,   ,12.9262,77.58789,+91 80 4097 9512,
Food Republic Resto,Indian        ,   ,12.901887,77.55818,+91 98866 03333,
Peace Restaurant,Asian        ,   ,12.978643,77.63701,,
Pratyusha Restaurant,Chinese        ,   ,13.02197,77.69899,+91 94828 49411,
Choi Choi Momos,Chinese        ,   ,12.995786,77.613266,+91 95913 81341,
VS Biriyani Mane,        ,   ,12.94891,77.62745,+91 99807 35834,
Ark Takeaway,Chinese        ,   ,12.83965,77.68493,+91 80942 77146,
New Garden Gate Restaurant,American        ,   ,13.065052,77.454,,
New Udupi Fast Food,        ,   ,,,+91 94492 14763,4
The Grub Club,        ,   ,12.99961,77.57814,+91 81055 10375,
New Shanthi Sagar,        ,   ,,,+91 98800 81791,4
China China Restaurant,Chinese        ,   ,12.925443,77.585884,+91 80 4171 2345,
Swad,Chinese        ,   ,12.9087,77.6043,+91 80 4172 2856,
Pizza Hut,Pizza        ,   ,12.99061,77.54587,+91 1800 202 2022,
Alt Pizza,Pizza        ,   ,12.935038,77.62915,+91 81238 92268,
Dropouts,        ,   ,13.020489,77.64303,+91 97438 85544,
Boss Burger Sarjapur,        ,   ,12.909578,77.68562,,
Gabbar Chai - Gunjur,        ,   ,12.928463,77.73838,,
Domino's Pizza,Pizza        ,   ,12.90416,77.45872,+91 80 2848 3100,
Al Bake Fast Food,Chinese        ,   ,12.97049,77.52928,+91 80959 89144,
Gerrys Hot Dogs,Fast Food        ,   ,12.950966,77.69991,+91 91452 40199,
Sri Varu Food Corner,Chinese        ,   ,12.851213,77.66407,+91 99167 97976,
Emerald Isle,Chinese        ,   ,13.01949,77.70823,+91 80 2790 4726,
Escape Bar And Restaurant,Beer restaurants        ,   ,13.0016,77.6326,+91 89711 57871,
Orange Bake & Cafe,Chinese        ,   ,12.85032,77.65553,+91 88806 78880,
480 Sqft,Diner        ,   ,12.92476,77.61431,+91 76761 47762,
Kedaram Authentic Kerala Restaurant,Chinese        ,   ,13.00424,77.70676,+91 99801 76742,
Mane Ruchi's Palate,Chinese        ,   ,,,+91 80 2339 6666,4
Turf View,        ,   ,,,+91 76249 97913,5
North Rasoi By Chef Pillai,Indian        ,   ,12.971599,77.59457,+91 89431 50000,
Ihf Express,        ,   ,12.926211,77.577835,+91 86182 94060,
Anusha Star Ambur Biriyani Hotel,Chinese        ,   ,13.03914,77.48418,+91 77606 42667,
The Orient,Asian        ,   ,13.0319,77.6269,+91 80 4124 1353,
Appag Cafe,        ,   ,12.96643,77.58718,+91 99808 26222,
Rjs Kitchen,Fast Food        ,   ,12.95611,77.69797,+91 74067 64890,
Marrybrown,Fast Food        ,   ,12.88968,77.60087,+91 80 4111 3795,
Pronature Organic Foods,        ,   ,13.07718,77.80178,+91 76760 14414,
A K Taj Restaurant,Chinese        ,   ,13.01949,77.70823,+91 94487 05067,
Park View Restaurant,        ,   ,,,+91 80 2201 0333,3.5
Worldonaplate,Bar Pub       ,   ,12.98677,77.57441,+91 96861 99272,
New Pogo Chats,        ,   ,12.95946,77.56733,+91 77607 09365,
Pizza Hut,Pizza        ,   ,12.892194,77.63766,+91 1800 202 2022,
Mangalore Lunch Home,        ,   ,12.92634,77.60893,+91 99006 03369,
Kailash Parbat,        ,   ,12.982532,77.6099,+91 22 4014 7636,
Lan Thai,Thai        ,   ,13.05591,77.5477,+91 98458 16116,
Bangalore Tea Corp,        ,   ,13.00276,77.58135,+91 80 2336 3622,
Swati's Kitchen,Chinese Indian       ,   ,13.024409,77.699844,+91 99805 97766,
Raj Bakery & Sweets,        ,   ,13.09768,77.56518,+91 99867 37965,
Terrace Bistro,Chinese Fast Food       ,   ,12.96317,77.56741,+91 97392 46569,
Ooty Chocolates,        ,   ,12.95654,77.74549,+91 98457 21244,
Domino's Pizza,Pizza        ,   ,15.87467,74.5263,+91 80672 94022,
Berytoz,Chinese        ,   ,12.95766,77.70882,+91 88844 45220,
Via Milano,Italian        ,   ,12.92537,77.63604,1.08E+11,
Punjabi Planet,Chinese        ,   ,12.94236,77.5942,+91 88615 87784,
Swamy Fast Food Center,Asian Bangladeshi       ,   ,12.99921,77.67641,+91 95355 32256,
Burger King India,American        ,   ,12.9281,77.58618,+91 91080 13561,
New Sagar Chicken,Chinese        ,   ,,,+91 98860 54786,4
Pizza Hut,Pizza        ,   ,13.07262,77.55591,+91 1800 202 2022,
Gonative.live,American        ,   ,12.994084,77.702156,+91 73381 04901,
Arya's Kitchens,Chinese        ,   ,12.90876,77.6464,+91 93800 29517,
KFC,American Fast Food       ,   ,13.04758,77.61231,+91 80 3232 1221,
Bao & Grills-eat Authentic,Asian        ,   ,12.99659,77.69247,+91 98448 03028,
Black Plus White,Asian        ,   ,12.91084,77.63518,+91 70650 67404,
Era Scoops,        ,   ,12.9597,77.60185,+91 80736 93958,
U.S. Pizza,Pizza        ,   ,13.01994,77.67435,+91 80 2218 1818,
Kfc,        ,   ,12.883051,77.54894,+91 80 4275 4444,
Pearl,Chinese International       ,   ,12.9665,77.6066,+91 80 4545 5455,
Domino's Pizza,Pizza        ,   ,12.91963,77.61211,+91 80 2678 8240,
Cafe Fattoush,Arabic        ,   ,12.916405,77.6107,+91 80 4977 5551,
Vidya Sagar,Cafe        ,Vegetarian Friendly   ,12.90441,77.63608,+91 96630 70152,
Kaati Zone,Fast Food        ,   ,12.95847,77.70107,+91 80 2522 1066,
Chung Wah,        ,   ,13.021784,77.65767,+91 80 4092 6780,
Sweet Chariot,Cafe        ,   ,12.95916,77.66194,+91 80 4122 6940,
Around the Bend,        ,   ,12.96452,77.60366,+91 98458 45714,
Five Star Restaurants,        ,   ,12.98715,77.54859,,
Pizza Hut,Pizza        ,   ,12.95696,77.70117,+91 80 2540 5707,
Dj Brothers,        ,   ,12.94934,77.5982,+91 70191 96707,
Clebian Cyber Cafe,        ,   ,12.89503,77.6087,,
Casa Raviera,        ,   ,12.99774,77.75828,+91 80 4203 3203,
The Waggah's,International        ,   ,13.0886,77.58419,+91 80 4185 8299,
Sri Ram Bhavan Sweets Bakery & Chats,        ,   ,,,+91 98456 93543,5
Erivum Puliyum Reasturant,Indian        ,   ,12.886103,77.64942,,
SRS Restaurant,        ,   ,12.86419,77.58337,+91 97389 73503,
83restaurant,Asian        ,   ,12.93637,77.61494,+91 88614 22687,
Sarayu Restaurant,Chinese        ,   ,12.99786,77.55006,+91 80 2359 2359,
Ice & Spice,American        ,   ,12.99398,77.60646,+91 91084 27933,
Min Mini Punjabi Dhaba,        ,   ,,,+91 92434 93482,5
Best Vadapav in Town,Fast Food        ,   ,12.95662,77.60233,+91 95382 44173,
Legend of Lucknow,        ,   ,13.10858,77.57596,+91 97315 53030,
Hot And Cool Bakery And Sweets,        ,   ,12.95912,77.5965,+91 80 2222 0615,
City Durbar,        ,   ,,,+91 80 2245 8877,5
Dreamcatcher Cafe,        ,   ,12.96643,77.58721,+91 99468 23330,
Cafe Fontana,        ,   ,,,+91 80509 56614,4
Krust,        ,   ,12.9421,77.59677,+91 98440 09011,
Velino Cafe,        ,   ,13.00682,77.56442,+91 99451 46111,
Malabar Cafe,        ,   ,13.09825,77.59325,+91 94484 88525,
Sri Bramhalingeshwara Condiments,        ,   ,12.94528,77.59805,+91 99456 82953,
Bonjour Pub,        ,   ,12.84188,77.64589,+91 96060 80160,
Sri Sai 99 Variety Dosa,Indian        ,   ,12.880251,77.60276,+91 76760 12610,
Popularburger_pb,        ,   ,12.84682,77.67323,+91 74708 29888,
Idli Factory,        ,   ,12.92961,77.55213,+91 93410 37000,
Sanskrititiffins,        ,   ,12.95351,77.72114,+91 93539 32781,
Vindeep Hotel Restaurant,        ,   ,,,+91 99006 59801,4
Mast Chai,Cafe        ,   ,12.86309,77.55664,+91 99000 38178,
Lipi,Indian        ,   ,12.93287,77.55269,+91 96062 12060,
Domino's Pizza,Pizza        ,   ,,,+91 80 2545 9000,4
Mela Family Restaurant,        ,   ,13.10117,77.59866,+91 99800 05517,
Godrej Nature's Basket,        ,   ,12.962142,77.60154,+91 80 2248 7401,
Satyam Sweets,        ,   ,12.98446,77.55312,+91 98861 48778,
Green Line Sweets and Chats,Cafe        ,   ,12.95713,77.52174,+91 80 2535 2407,
Adyar Ananda Bhavan,        ,   ,,,+91 98864 65380,4
Sweet Land Bakery,        ,   ,,,+91 80507 57322,4
Matargashtii,Indian        ,   ,12.9363,77.61498,+91 99800 87273,
Arusuvai Madhuram,Indian        ,   ,12.906363,77.64058,+91 80 2572 3543,
Bharathi Refreshments,        ,   ,12.94296,77.60805,+91 94485 17784,
Mayuri Biryani Centre,        ,   ,12.94296,77.60805,+91 89044 59836,
Kalingas,Indian        ,   ,12.91654,77.61023,+91 80 4203 8180,
Geetha Sweets,        ,   ,12.94296,77.60805,+91 80 2571 3081,
Oye Teri Desi Khana,Indian        ,   ,12.91582,77.60143,+91 93415 70007,
Mirzas Biriyani,Indian        ,   ,13.00553,77.6226,+91 98451 28595,
Ghalib,Indian        ,   ,13.07236,77.59719,+91 80 4095 0092,
Nagarjuna,Indian        ,   ,12.977438,77.63645,+91 80 4965 2989,
Dalroti,Indian        ,   ,12.914118,77.586174,+91 80 2649 3524,
Bhikharam Chandmal,        ,   ,12.96975,77.52392,+91 80 2297 6860,
Akshaya Bar and Restaurant,        ,   ,12.96975,77.52392,+91 80 4171 5275,
Reddy Home Currie's Point & Mess,Indian        ,   ,13.09812,77.57051,+91 74116 55505,
Temptation Foot Court,Cafe        ,   ,13.03025,77.56302,+91 95389 08563,
Vsm,        ,   ,12.90393,77.56201,+91 93420 21050,
Sunrise Bakery,        ,   ,12.89962,77.58376,+91 85539 34073,
Malabar Family Restaurant,Cafe        ,   ,13.02936,77.56183,+91 80 3255 8559,
Awadhi Kitchen,        ,   ,13.08417,77.60803,+91 74066 22138,
Impes Family Restaurant,        ,   ,13.01949,77.70823,+91 81234 41666,
Moto Cafe,        ,   ,13.01949,77.70823,+91 88672 27889,
Sri Venkateshwara Andhra Hotel,        ,   ,12.95802,77.51896,+91 97409 05877,
Sage Bakery,        ,   ,13.02681,77.60633,+91 81474 21624,
Sri Balaji Sweets,        ,   ,13.0282,77.60448,+91 98865 36760,
Hotel Karnataka Restaurant,Indian        ,   ,12.98532,77.52506,+91 94820 89050,
Goli Vada Pav,Cafe        ,   ,13.02362,77.60299,+91 95912 79633,
Naga's,Indian        ,   ,12.98404,77.73724,+91 99026 33116,
Krishna Satvik Foods,        ,   ,13.00287,77.5368,+91 97391 06212,
Hello Earth Organics & Naturals,        ,   ,12.90117,77.58666,+91 99000 52020,
A1 Shobha Military Hotel Restaurant,        ,   ,13.02764,77.61235,+91 99458 30721,
Sri Brahmashree Juice & Chaats,        ,   ,12.93647,77.61538,,
Joystna Ice Cream Parlor,        ,   ,12.97629,77.75512,+91 98458 53929,
Esfahan Restaurant,Indian        ,   ,12.840448,77.64738,+91 90081 00614,
Pickles And Parathas,        ,   ,12.95804,77.73169,+91 81479 02139,
Chickpet Donne Biriyani House,Indian        ,   ,12.847007,77.67961,+91 97434 02633,
Marmari's Restaurant,Indian        ,   ,12.85014,77.66412,+91 88674 45325,
Sri Lakshmi Bakery & Sweets,        ,   ,13.10093,77.56348,+91 81232 12392,
Ayyapa Bakery,        ,   ,13.09906,77.57618,+91 97422 26233,
Annapoorweshwari Chat Shop,        ,   ,13.09958,77.57537,+91 90362 70429,
Madhu Bakery,        ,   ,13.09632,77.57874,+91 85539 37527,
Cream N Desserts,        ,   ,12.98289,77.73364,+91 80 2593 9315,
Biriyani Ghar,        ,   ,12.84652,77.68093,+91 80 2563 6363,
S.R Andhra Mess,        ,   ,12.84084,77.67175,+91 97386 64429,
Sweet Chariot,        ,   ,12.84084,77.67175,+91 80 2852 0587,
Cafe Cantina,        ,   ,13.070855,77.58627,+91 96326 47644,
Maa Reddy's Hyderabadi Dum Ka Biryani,        ,   ,12.84084,77.67175,+91 90193 16066,
Royar's Home Food's,        ,   ,12.84084,77.67175,+91 88616 35938,
Khane Bhi Do Yaaron,        ,   ,12.84678,77.67323,+91 95350 07623,
Squeez Juice Bars,        ,   ,12.96896,77.7356,+91 77950 82179,
Srinidhi Sagar,        ,   ,12.98289,77.73364,+91 96638 00166,
Hyderabad Biryaani House,        ,   ,12.95707,77.73703,+91 74115 11194,
Geddy's Gourmet Icecream,        ,   ,12.98404,77.73724,+91 99168 25888,
Sri Lakshmi Refreshment,        ,   ,12.91966,77.56923,+91 77606 28456,
Sri Kumara Bhavan,        ,   ,12.9208,77.61559,+91 99002 75869,
Jaipur Sweets & Hots,        ,   ,12.91902,77.58952,+91 80 2663 5076,
Sri Ganesh Bakery,        ,   ,12.97252,77.62991,+91 94814 52077,
Arunachalam Restaurant,        ,   ,12.84652,77.68093,+91 99169 60184,
Affan Kabab Centre,        ,   ,13.00201,77.61209,+91 98453 84575,
Lakshmi Tea Centre,        ,   ,12.9729,77.57509,,
Mr. Murghi Fried Chicken,Fast Food        ,   ,12.92023,77.61638,+91 97425 69779,
Nandhini Deluxe,Indian        ,   ,,,+91 80 2351 9177,3
Waikiki,Indian        ,   ,12.9168,77.59724,+91 90358 84366,
Port Of Pavilion Pub&bar Ghandhinagar Benglor,        ,   ,12.975372,77.57871,,
Pizza Corner,Pizza        ,   ,12.99107,77.61414,+91 80 4125 0035,
Adyar Ananda Bhavan,Indian        ,   ,13.019783,77.70974,+91 82772 83599,
R B Gardenia Multicusine Restaurant,Indian        ,   ,13.05962,77.50622,+91 98802 93536,
Wonder Sipp,Indian        ,   ,13.06632,77.50195,+91 88848 65576,
Sri Sai Ram Fast Food,Cafe        ,Vegetarian Friendly   ,12.88199,77.60428,+91 89718 29951,
The Cake Shop,        ,   ,12.97187,77.74771,+91 80 4020 0200,
Srinidhi Upahara Veg,Cafe        ,Vegetarian Friendly   ,13.04015,77.59959,+91 98459 97531,
Bismillah Hotel,        ,   ,12.84262,77.68248,+91 99720 52314,
Kavery Bakery and Sweets,        ,   ,12.96984,77.74997,+91 81249 66334,
Gelato Italiano,        ,   ,12.97768,77.74289,+91 95358 08107,
Honey Bee,        ,   ,12.97765,77.74307,+91 96201 50727,
V. V. Reddy Hotel Restaurant,        ,   ,12.87972,77.76087,+91 94484 36524,
Chai Point,        ,   ,12.815921,77.67938,+91 88801 41000,
Sindu Bar and Restaurant,        ,   ,13.06837,77.56025,+91 99864 91576,
Cafe Buddy's,        ,   ,12.95691,77.74168,+91 80671 96666,
Kolkatta Famous Kati Rolls,Chinese        ,   ,12.95812,77.66719,,
Birinz,Indian        ,   ,12.912513,77.635315,,
Mini Melts,        ,   ,12.97765,77.74307,+91 72048 51250,
Akshaya Mess & Restaurant,        ,   ,12.85109,77.65743,+91 80956 54653,
Bells & Candles,        ,   ,13.09158,77.55854,+91 95352 00720,
Biryani Hut,        ,   ,13.00337,77.70911,+91 80 6535 3535,
Honey Land Bake&cool,        ,   ,12.8468,77.68175,+91 99954 74687,
Kriti Dugar,        ,   ,13.04901,77.59487,+91 93795 60985,
Five Star Chicken,        ,   ,12.958024,77.562416,+91 81233 99452,
E-City Bakery & Cool Bar,        ,   ,12.85032,77.65553,+91 99161 99768,
Kulfi Adda,        ,   ,12.9911,77.65675,+91 98865 39769,
